album_id,genre
2MDU46hcBn3u94s46BOSdv,brooklyn drill
0uxvuY8Ek2ojzHrWTg2PDc,hip hop
7m3LlqH5j3aGBaJ6M6anIm,r&b and soul
4Kd33JPxTOcjTM29FrKoyT,country
5wg6T8bCVnRk3ToKy0yXG5,
6n9DKpOxwifT5hOXtgLZSL,hip hop
2KJjOBX280F3hZZE1xO33O,pop
7gZ6XGlLxvy4SkSa360fUZ,
5GAvwptqr4r63i8lZWrL58,hip hop
63iWSELt9V1kV6RSMxN7Ii,pop
0eu2mZjF6JQTuLCu9ils6m,country
2f0DzdU6QbWtZqSlN7s1s5,country rock
5nX3zwIAgHttSudEHLTsAW,
4otkd9As6YaxxEkIjXPiZ6,hip hop
1btu0SV2DOI5HoFsvUd78F,hip hop
6OrpY5LSOnkC8xbI5qOTvw,
1HixYJpe6AJWGDpEbb7ZuE,
5kE2OAuUYGBqqzscqgBXXf,hip hop
61ulfFSmmxMhc2wCdmdMkN,hip hop
7zhKZcqIJkkeqrswshd15r,country
1xRcR4iSouBrfVhuqFkPAJ,country
0wnaUYW25dVLAzk41fp1Ez,country
4IRiXE5NROxknUSAUSjMoO,country rap
1bnHPO4dKK7IjvgrtVBcQh,trap
44gX26I9jSjyy1KXAgquPc,country
5GAvwptqr4r63i8lZWrL58,hip hop
4WE4KsdoZbISWStEzfcxvH,hip hop
5GAvwptqr4r63i8lZWrL58,hip hop
1Uf67JAtkVWfdydzFFqNF2,pop rock
2MDU46hcBn3u94s46BOSdv,brooklyn drill
5GAvwptqr4r63i8lZWrL58,hip hop
5mUdh6YWnUvf0MfklEk1oi,pop
2MDU46hcBn3u94s46BOSdv,brooklyn drill
68enXe5XcJdciSDAZr0Alr,pop
6d1vGZsr6Uy3h9IigBpPAf,brooklyn drill
4KKRAmQ0ksj32l7mrgLOcF,
25TJxI6ZH6XjT8geRQAFz5,country
7q6zjWaLw8bN5nYiBWjrus,
1MmVkhiwTH0BkNOU3nw5d3,pop
7MKfE4IRGdrH5bMkqaZ2Tp,country
4yf4bD1iM96hBH6aIc6SaF,country
7a5cMcFWSeppy4Soc0QHcY,r&b and soul
5Or2XM0Gjy6Y8qlaERqsSn,country rock
6n9DKpOxwifT5hOXtgLZSL,hip hop
25TJxI6ZH6XjT8geRQAFz5,country
0NC1AcoK5y2cBLwzej6tqE,
4MHHajvRTUHItDsvfdIC8B,
6JlCkqkqobGirPsaleJpFr,country
25TJxI6ZH6XjT8geRQAFz5,country
4faPRidDvKRvHnWdvmvVHv,trap
4IwODpNZKFYkHWXSeWMGmP,r&b and soul
4dsMe3EBC8xURaxMhyorgf,trap
4IRiXE5NROxknUSAUSjMoO,country rap
4g1ZRSobMefqF6nelkgibi,hip hop
68enXe5XcJdciSDAZr0Alr,pop
0S0KGZnfBGSIssfF54WSJh,pop
4g1ZRSobMefqF6nelkgibi,hip hop
2u4Yp2ADTKYPwFSBFL4ffa,electronic dance music
2fYhqwDWXjbpjaIJPEfKFw,pop
6KT8x5oqZJl9CcnM66hddo,pop
